Horizon,Acteur,Sim,Scénario_idx,Rang_sim,Base_rang
H1,Industriels_Finance,304,3,3,3
H1,Collectivites,304,1,1,1
H1,Collectivites,304,2,2,2
H1,Collectivites,304,3,3,3
H1,ONG_Locales,304,1,1,1
H1,ONG_Locales,304,2,2,2
H1,ONG_Locales,304,3,3,3
H1,Autorites,304,1,1,1
H1,Autorites,304,2,2,2
H1,Autorites,304,3,3,3
H1,Scientifiques,304,1,1,1
H1,Scientifiques,304,2,2,2
H1,Scientifiques,304,3,3,3
H1,Industriels_Finance,305,1,1,1
H1,Industriels_Finance,305,2,2,2
H1,Industriels_Finance,305,3,3,3
H1,Collectivites,305,1,1,1
H1,Collectivites,305,2,2,2
H1,Collectivites,305,3,3,3
H1,ONG_Locales,305,1,1,1
H1,ONG_Locales,305,2,2,2
H1,ONG_Locales,305,3,3,3
H1,Autorites,305,1,1,1
H1,Autorites,305,2,2,2
H1,Autorites,305,3,3,3
H1,Scientifiques,305,1,1,1
H1,Scientifiques,305,2,2,2
H1,Scientifiques,305,3,3,3
H1,Industriels_Finance,306,1,1,1
H1,Industriels_Finance,306,2,2,2
H1,Industriels_Finance,306,3,3,3
H1,Collectivites,306,1,1,1
H1,Collectivites,306,2,2,2
H1,Collectivites,306,3,3,3
H1,ONG_Locales,306,1,1,1
H1,ONG_Locales,306,2,2,2
H1,ONG_Locales,306,3,3,3
H1,Autorites,306,1,1,1
H1,Autorites,306,2,2,2
H1,Autorites,306,3,3,3
H1,Scientifiques,306,1,1,1
H1,Scientifiques,306,2,2,2
H1,Scientifiques,306,3,3,3
H1,Industriels_Finance,307,1,1,1
H1,Industriels_Finance,307,2,2,2
H1,Industriels_Finance,307,3,3,3
H1,Collectivites,307,1,1,1
H1,Collectivites,307,2,2,2
H1,Collectivites,307,3,3,3
H1,ONG_Locales,307,1,1,1
H1,ONG_Locales,307,2,2,2
H1,ONG_Locales,307,3,3,3
H1,Autorites,307,1,1,1
H1,Autorites,307,2,2,2
H1,Autorites,307,3,3,3
H1,Scientifiques,307,1,1,1
H1,Scientifiques,307,2,2,2
H1,Scientifiques,307,3,3,3
H1,Industriels_Finance,308,1,1,1
H1,Industriels_Finance,308,2,2,2
H1,Industriels_Finance,308,3,3,3
H1,Collectivites,308,1,1,1
H1,Collectivites,308,2,2,2
H1,Collectivites,308,3,3,3
H1,ONG_Locales,308,1,1,1
H1,ONG_Locales,308,2,2,2
H1,ONG_Locales,308,3,3,3
H1,Autorites,308,1,1,1
H1,Autorites,308,2,2,2
H1,Autorites,308,3,3,3
H1,Scientifiques,308,1,1,1
H1,Scientifiques,308,2,2,2
H1,Scientifiques,308,3,3,3
H1,Industriels_Finance,309,1,2,1
H1,Industriels_Finance,309,2,1,2
H1,Industriels_Finance,309,3,3,3
H1,Collectivites,309,1,1,1
H1,Collectivites,309,2,2,2
H1,Collectivites,309,3,3,3
H1,ONG_Locales,309,1,1,1
H1,ONG_Locales,309,2,2,2
H1,ONG_Locales,309,3,3,3
H1,Autorites,309,1,1,1
H1,Autorites,309,2,2,2
H1,Autorites,309,3,3,3
H1,Scientifiques,309,1,1,1
H1,Scientifiques,309,2,2,2
H1,Scientifiques,309,3,3,3
H1,Industriels_Finance,310,1,1,1
H1,Industriels_Finance,310,2,2,2
H1,Industriels_Finance,310,3,3,3
H1,Collectivites,310,1,1,1
H1,Collectivites,310,2,2,2
H1,Collectivites,310,3,3,3
H1,ONG_Locales,310,1,1,1
H1,ONG_Locales,310,2,2,2
H1,ONG_Locales,310,3,3,3
H1,Autorites,310,1,1,1
H1,Autorites,310,2,2,2
H1,Autorites,310,3,3,3
H1,Scientifiques,310,1,1,1
H1,Scientifiques,310,2,2,2
H1,Scientifiques,310,3,3,3
H1,Industriels_Finance,311,1,1,1
H1,Industriels_Finance,311,2,2,2
H1,Industriels_Finance,311,3,3,3
H1,Collectivites,311,1,1,1
H1,Collectivites,311,2,2,2
H1,Collectivites,311,3,3,3
H1,ONG_Locales,311,1,1,1
H1,ONG_Locales,311,2,2,2
H1,ONG_Locales,311,3,3,3
H1,Autorites,311,1,1,1
H1,Autorites,311,2,2,2
H1,Autorites,311,3,3,3
H1,Scientifiques,311,1,1,1
H1,Scientifiques,311,2,2,2
H1,Scientifiques,311,3,3,3
H1,Industriels_Finance,312,1,1,1
H1,Industriels_Finance,312,2,2,2
H1,Industriels_Finance,312,3,3,3
H1,Collectivites,312,1,1,1
H1,Collectivites,312,2,2,2
H1,Collectivites,312,3,3,3
H1,ONG_Locales,312,1,1,1
H1,ONG_Locales,312,2,2,2
H1,ONG_Locales,312,3,3,3
H1,Autorites,312,1,1,1
H1,Autorites,312,2,2,2
H1,Autorites,312,3,3,3
H1,Scientifiques,312,1,1,1
H1,Scientifiques,312,2,2,2
H1,Scientifiques,312,3,3,3
H1,Industriels_Finance,313,1,1,1
H1,Industriels_Finance,313,2,2,2
H1,Industriels_Finance,313,3,3,3
H1,Collectivites,313,1,1,1
H1,Collectivites,313,2,2,2
H1,Collectivites,313,3,3,3
H1,ONG_Locales,313,1,1,1
H1,ONG_Locales,313,2,2,2
H1,ONG_Locales,313,3,3,3
H1,Autorites,313,1,1,1
H1,Autorites,313,2,2,2
H1,Autorites,313,3,3,3
H1,Scientifiques,313,1,1,1
H1,Scientifiques,313,2,2,2
H1,Scientifiques,313,3,3,3
H1,Industriels_Finance,314,1,1,1
H1,Industriels_Finance,314,2,2,2
H1,Industriels_Finance,314,3,3,3
H1,Collectivites,314,1,1,1
H1,Collectivites,314,2,2,2
H1,Collectivites,314,3,3,3
H1,ONG_Locales,314,1,1,1
H1,ONG_Locales,314,2,2,2
H1,ONG_Locales,314,3,3,3
H1,Autorites,314,1,1,1
H1,Autorites,314,2,2,2
H1,Autorites,314,3,3,3
H1,Scientifiques,314,1,1,1
H1,Scientifiques,314,2,2,2
H1,Scientifiques,314,3,3,3
H1,Industriels_Finance,315,1,1,1
H1,Industriels_Finance,315,2,2,2
H1,Industriels_Finance,315,3,3,3
H1,Collectivites,315,1,1,1
H1,Collectivites,315,2,2,2
H1,Collectivites,315,3,3,3
H1,ONG_Locales,315,1,1,1
H1,ONG_Locales,315,2,2,2
H1,ONG_Locales,315,3,3,3
H1,Autorites,315,1,1,1
H1,Autorites,315,2,2,2
H1,Autorites,315,3,3,3
H1,Scientifiques,315,1,1,1
H1,Scientifiques,315,2,2,2
H1,Scientifiques,315,3,3,3
H1,Industriels_Finance,316,1,1,1
H1,Industriels_Finance,316,2,2,2
H1,Industriels_Finance,316,3,3,3
H1,Collectivites,316,1,1,1
H1,Collectivites,316,2,2,2
H1,Collectivites,316,3,3,3
H1,ONG_Locales,316,1,1,1
H1,ONG_Locales,316,2,2,2
H1,ONG_Locales,316,3,3,3
H1,Autorites,316,1,1,1
H1,Autorites,316,2,2,2
H1,Autorites,316,3,3,3
H1,Scientifiques,316,1,1,1
H1,Scientifiques,316,2,2,2
H1,Scientifiques,316,3,3,3
H1,Industriels_Finance,317,1,1,1
H1,Industriels_Finance,317,2,2,2
H1,Industriels_Finance,317,3,3,3
H1,Collectivites,317,1,1,1
H1,Collectivites,317,2,2,2
H1,Collectivites,317,3,3,3
H1,ONG_Locales,317,1,1,1
H1,ONG_Locales,317,2,2,2
H1,ONG_Locales,317,3,3,3
H1,Autorites,317,1,1,1
H1,Autorites,317,2,2,2
H1,Autorites,317,3,3,3
H1,Scientifiques,317,1,2,1
H1,Scientifiques,317,2,1,2
H1,Scientifiques,317,3,3,3
H1,Industriels_Finance,318,1,1,1
H1,Industriels_Finance,318,2,2,2
H1,Industriels_Finance,318,3,3,3
H1,Collectivites,318,1,1,1
H1,Collectivites,318,2,2,2
H1,Collectivites,318,3,3,3
H1,ONG_Locales,318,1,1,1
H1,ONG_Locales,318,2,2,2
H1,ONG_Locales,318,3,3,3
H1,Autorites,318,1,1,1
H1,Autorites,318,2,2,2
H1,Autorites,318,3,3,3
H1,Scientifiques,318,1,1,1
H1,Scientifiques,318,2,2,2
H1,Scientifiques,318,3,3,3
H1,Industriels_Finance,319,1,2,1
H1,Industriels_Finance,319,2,1,2
H1,Industriels_Finance,319,3,3,3
H1,Collectivites,319,1,1,1
H1,Collectivites,319,2,2,2
H1,Collectivites,319,3,3,3
H1,ONG_Locales,319,1,1,1
H1,ONG_Locales,319,2,2,2
H1,ONG_Locales,319,3,3,3
H1,Autorites,319,1,1,1
H1,Autorites,319,2,2,2
H1,Autorites,319,3,3,3
H1,Scientifiques,319,1,1,1
H1,Scientifiques,319,2,2,2
H1,Scientifiques,319,3,3,3
H1,Industriels_Finance,320,1,1,1
H1,Industriels_Finance,320,2,2,2
H1,Industriels_Finance,320,3,3,3
H1,Collectivites,320,1,1,1
H1,Collectivites,320,2,2,2
H1,Collectivites,320,3,3,3
H1,ONG_Locales,320,1,1,1
H1,ONG_Locales,320,2,2,2
H1,ONG_Locales,320,3,3,3
H1,Autorites,320,1,1,1
H1,Autorites,320,2,2,2
H1,Autorites,320,3,3,3
H1,Scientifiques,320,1,1,1
H1,Scientifiques,320,2,2,2
H1,Scientifiques,320,3,3,3
H1,Industriels_Finance,321,1,1,1
H1,Industriels_Finance,321,2,2,2
H1,Industriels_Finance,321,3,3,3
H1,Collectivites,321,1,1,1
H1,Collectivites,321,2,2,2
H1,Collectivites,321,3,3,3
H1,ONG_Locales,321,1,1,1
H1,ONG_Locales,321,2,2,2
H1,ONG_Locales,321,3,3,3
H1,Autorites,321,1,1,1
H1,Autorites,321,2,2,2
H1,Autorites,321,3,3,3
H1,Scientifiques,321,1,1,1
H1,Scientifiques,321,2,2,2
H1,Scientifiques,321,3,3,3
H1,Industriels_Finance,322,1,1,1
H1,Industriels_Finance,322,2,2,2
H1,Industriels_Finance,322,3,3,3
H1,Collectivites,322,1,1,1
H1,Collectivites,322,2,2,2
H1,Collectivites,322,3,3,3
H1,ONG_Locales,322,1,1,1
H1,ONG_Locales,322,2,2,2
H1,ONG_Locales,322,3,3,3
H1,Autorites,322,1,1,1
H1,Autorites,322,2,2,2
H1,Autorites,322,3,3,3
H1,Scientifiques,322,1,1,1
H1,Scientifiques,322,2,2,2
H1,Scientifiques,322,3,3,3
H1,Industriels_Finance,323,1,1,1
H1,Industriels_Finance,323,2,2,2
H1,Industriels_Finance,323,3,3,3
H1,Collectivites,323,1,1,1
H1,Collectivites,323,2,2,2
H1,Collectivites,323,3,3,3
H1,ONG_Locales,323,1,1,1
H1,ONG_Locales,323,2,2,2
H1,ONG_Locales,323,3,3,3
H1,Autorites,323,1,1,1
H1,Autorites,323,2,2,2
H1,Autorites,323,3,3,3
H1,Scientifiques,323,1,1,1
H1,Scientifiques,323,2,2,2
H1,Scientifiques,323,3,3,3
H1,Industriels_Finance,324,1,2,1
H1,Industriels_Finance,324,2,1,2
H1,Industriels_Finance,324,3,3,3
H1,Collectivites,324,1,1,1
H1,Collectivites,324,2,2,2
H1,Collectivites,324,3,3,3
H1,ONG_Locales,324,1,1,1
H1,ONG_Locales,324,2,2,2
H1,ONG_Locales,324,3,3,3
H1,Autorites,324,1,1,1
H1,Autorites,324,2,2,2
H1,Autorites,324,3,3,3
H1,Scientifiques,324,1,1,1
H1,Scientifiques,324,2,2,2
H1,Scientifiques,324,3,3,3
H1,Industriels_Finance,325,1,2,1
H1,Industriels_Finance,325,2,1,2
H1,Industriels_Finance,325,3,3,3
H1,Collectivites,325,1,1,1
H1,Collectivites,325,2,2,2
H1,Collectivites,325,3,3,3
H1,ONG_Locales,325,1,1,1
H1,ONG_Locales,325,2,2,2
H1,ONG_Locales,325,3,3,3
H1,Autorites,325,1,1,1
H1,Autorites,325,2,2,2
H1,Autorites,325,3,3,3
H1,Scientifiques,325,1,1,1
H1,Scientifiques,325,2,2,2
H1,Scientifiques,325,3,3,3
H1,Industriels_Finance,326,1,1,1
H1,Industriels_Finance,326,2,2,2
H1,Industriels_Finance,326,3,3,3
H1,Collectivites,326,1,1,1
H1,Collectivites,326,2,2,2
H1,Collectivites,326,3,3,3
H1,ONG_Locales,326,1,1,1
H1,ONG_Locales,326,2,2,2
H1,ONG_Locales,326,3,3,3
H1,Autorites,326,1,1,1
H1,Autorites,326,2,2,2
H1,Autorites,326,3,3,3
H1,Scientifiques,326,1,1,1
H1,Scientifiques,326,2,2,2
H1,Scientifiques,326,3,3,3
H1,Industriels_Finance,327,1,2,1
H1,Industriels_Finance,327,2,1,2
H1,Industriels_Finance,327,3,3,3
H1,Collectivites,327,1,1,1
H1,Collectivites,327,2,2,2
H1,Collectivites,327,3,3,3
H1,ONG_Locales,327,1,1,1
H1,ONG_Locales,327,2,2,2
H1,ONG_Locales,327,3,3,3
H1,Autorites,327,1,1,1
H1,Autorites,327,2,2,2
H1,Autorites,327,3,3,3
H1,Scientifiques,327,1,1,1
H1,Scientifiques,327,2,2,2
H1,Scientifiques,327,3,3,3
H1,Industriels_Finance,328,1,1,1
H1,Industriels_Finance,328,2,2,2
H1,Industriels_Finance,328,3,3,3
H1,Collectivites,328,1,1,1
H1,Collectivites,328,2,2,2
H1,Collectivites,328,3,3,3
H1,ONG_Locales,328,1,1,1
H1,ONG_Locales,328,2,2,2
H1,ONG_Locales,328,3,3,3
H1,Autorites,328,1,1,1
H1,Autorites,328,2,2,2
H1,Autorites,328,3,3,3
H1,Scientifiques,328,1,1,1
H1,Scientifiques,328,2,2,2
H1,Scientifiques,328,3,3,3
H1,Industriels_Finance,329,1,1,1
H1,Industriels_Finance,329,2,2,2
H1,Industriels_Finance,329,3,3,3
H1,Collectivites,329,1,1,1
H1,Collectivites,329,2,2,2
H1,Collectivites,329,3,3,3
H1,ONG_Locales,329,1,1,1
H1,ONG_Locales,329,2,2,2
H1,ONG_Locales,329,3,3,3
H1,Autorites,329,1,1,1
H1,Autorites,329,2,2,2
H1,Autorites,329,3,3,3
H1,Scientifiques,329,1,1,1
H1,Scientifiques,329,2,2,2
H1,Scientifiques,329,3,3,3
H1,Industriels_Finance,330,1,1,1
H1,Industriels_Finance,330,2,2,2
H1,Industriels_Finance,330,3,3,3
H1,Collectivites,330,1,1,1
H1,Collectivites,330,2,2,2
H1,Collectivites,330,3,3,3
H1,ONG_Locales,330,1,1,1
H1,ONG_Locales,330,2,2,2
H1,ONG_Locales,330,3,3,3
H1,Autorites,330,1,1,1
H1,Autorites,330,2,2,2
H1,Autorites,330,3,3,3
H1,Scientifiques,330,1,1,1
H1,Scientifiques,330,2,2,2
H1,Scientifiques,330,3,3,3
H1,Industriels_Finance,331,1,1,1
H1,Industriels_Finance,331,2,2,2
H1,Industriels_Finance,331,3,3,3
H1,Collectivites,331,1,1,1
H1,Collectivites,331,2,2,2
H1,Collectivites,331,3,3,3
H1,ONG_Locales,331,1,1,1
H1,ONG_Locales,331,2,2,2
H1,ONG_Locales,331,3,3,3
H1,Autorites,331,1,1,1
H1,Autorites,331,2,2,2
H1,Autorites,331,3,3,3
H1,Scientifiques,331,1,1,1
H1,Scientifiques,331,2,2,2
H1,Scientifiques,331,3,3,3
H1,Industriels_Finance,332,1,1,1
H1,Industriels_Finance,332,2,2,2
H1,Industriels_Finance,332,3,3,3
H1,Collectivites,332,1,1,1
H1,Collectivites,332,2,2,2
H1,Collectivites,332,3,3,3
H1,ONG_Locales,332,1,1,1
H1,ONG_Locales,332,2,2,2
H1,ONG_Locales,332,3,3,3
H1,Autorites,332,1,1,1
H1,Autorites,332,2,2,2
H1,Autorites,332,3,3,3
H1,Scientifiques,332,1,1,1
H1,Scientifiques,332,2,2,2
H1,Scientifiques,332,3,3,3
H1,Industriels_Finance,333,1,2,1
H1,Industriels_Finance,333,2,1,2
H1,Industriels_Finance,333,3,3,3
H1,Collectivites,333,1,1,1
H1,Collectivites,333,2,2,2
H1,Collectivites,333,3,3,3
H1,ONG_Locales,333,1,1,1
H1,ONG_Locales,333,2,2,2
H1,ONG_Locales,333,3,3,3
H1,Autorites,333,1,1,1
H1,Autorites,333,2,2,2
H1,Autorites,333,3,3,3
H1,Scientifiques,333,1,1,1
H1,Scientifiques,333,2,2,2
H1,Scientifiques,333,3,3,3
H1,Industriels_Finance,334,1,1,1
H1,Industriels_Finance,334,2,2,2
H1,Industriels_Finance,334,3,3,3
H1,Collectivites,334,1,1,1
H1,Collectivites,334,2,2,2
H1,Collectivites,334,3,3,3
H1,ONG_Locales,334,1,1,1
H1,ONG_Locales,334,2,2,2
H1,ONG_Locales,334,3,3,3
H1,Autorites,334,1,1,1
H1,Autorites,334,2,2,2
H1,Autorites,334,3,3,3
H1,Scientifiques,334,1,1,1
H1,Scientifiques,334,2,2,2
H1,Scientifiques,334,3,3,3
H1,Industriels_Finance,335,1,2,1
H1,Industriels_Finance,335,2,1,2
H1,Industriels_Finance,335,3,3,3
H1,Collectivites,335,1,1,1
H1,Collectivites,335,2,2,2
H1,Collectivites,335,3,3,3
H1,ONG_Locales,335,1,1,1
H1,ONG_Locales,335,2,2,2
H1,ONG_Locales,335,3,3,3
H1,Autorites,335,1,1,1
H1,Autorites,335,2,2,2
H1,Autorites,335,3,3,3
H1,Scientifiques,335,1,1,1
H1,Scientifiques,335,2,2,2
H1,Scientifiques,335,3,3,3
H1,Industriels_Finance,336,1,1,1
H1,Industriels_Finance,336,2,2,2
H1,Industriels_Finance,336,3,3,3
H1,Collectivites,336,1,1,1
H1,Collectivites,336,2,2,2
H1,Collectivites,336,3,3,3
H1,ONG_Locales,336,1,1,1
H1,ONG_Locales,336,2,2,2
H1,ONG_Locales,336,3,3,3
H1,Autorites,336,1,1,1
H1,Autorites,336,2,2,2
H1,Autorites,336,3,3,3
H1,Scientifiques,336,1,1,1
H1,Scientifiques,336,2,2,2
H1,Scientifiques,336,3,3,3
H1,Industriels_Finance,337,1,1,1
H1,Industriels_Finance,337,2,2,2
H1,Industriels_Finance,337,3,3,3
H1,Collectivites,337,1,1,1
H1,Collectivites,337,2,2,2
H1,Collectivites,337,3,3,3
H1,ONG_Locales,337,1,1,1
H1,ONG_Locales,337,2,2,2
H1,ONG_Locales,337,3,3,3
H1,Autorites,337,1,1,1
H1,Autorites,337,2,2,2
H1,Autorites,337,3,3,3
H1,Scientifiques,337,1,1,1
H1,Scientifiques,337,2,2,2
H1,Scientifiques,337,3,3,3
H1,Industriels_Finance,338,1,1,1
H1,Industriels_Finance,338,2,2,2
H1,Industriels_Finance,338,3,3,3
H1,Collectivites,338,1,1,1
H1,Collectivites,338,2,2,2
H1,Collectivites,338,3,3,3
H1,ONG_Locales,338,1,1,1
H1,ONG_Locales,338,2,2,2
H1,ONG_Locales,338,3,3,3
H1,Autorites,338,1,1,1
H1,Autorites,338,2,2,2
H1,Autorites,338,3,3,3
H1,Scientifiques,338,1,1,1
H1,Scientifiques,338,2,2,2
H1,Scientifiques,338,3,3,3
H1,Industriels_Finance,339,1,2,1
H1,Industriels_Finance,339,2,1,2
H1,Industriels_Finance,339,3,3,3
H1,Collectivites,339,1,1,1
H1,Collectivites,339,2,2,2
H1,Collectivites,339,3,3,3
H1,ONG_Locales,339,1,1,1
H1,ONG_Locales,339,2,2,2
H1,ONG_Locales,339,3,3,3
H1,Autorites,339,1,1,1
H1,Autorites,339,2,2,2
H1,Autorites,339,3,3,3
H1,Scientifiques,339,1,1,1
H1,Scientifiques,339,2,2,2
H1,Scientifiques,339,3,3,3
H1,Industriels_Finance,340,1,1,1
H1,Industriels_Finance,340,2,2,2
H1,Industriels_Finance,340,3,3,3
H1,Collectivites,340,1,1,1
H1,Collectivites,340,2,2,2
H1,Collectivites,340,3,3,3
H1,ONG_Locales,340,1,1,1
H1,ONG_Locales,340,2,2,2
H1,ONG_Locales,340,3,3,3
H1,Autorites,340,1,1,1
H1,Autorites,340,2,2,2
H1,Autorites,340,3,3,3
H1,Scientifiques,340,1,1,1
H1,Scientifiques,340,2,2,2
H1,Scientifiques,340,3,3,3
H1,Industriels_Finance,341,1,2,1
H1,Industriels_Finance,341,2,1,2
H1,Industriels_Finance,341,3,3,3
H1,Collectivites,341,1,1,1
H1,Collectivites,341,2,2,2
H1,Collectivites,341,3,3,3
H1,ONG_Locales,341,1,1,1
H1,ONG_Locales,341,2,2,2
H1,ONG_Locales,341,3,3,3
H1,Autorites,341,1,1,1
H1,Autorites,341,2,2,2
H1,Autorites,341,3,3,3
H1,Scientifiques,341,1,1,1
H1,Scientifiques,341,2,2,2
H1,Scientifiques,341,3,3,3
H1,Industriels_Finance,342,1,1,1
H1,Industriels_Finance,342,2,2,2
H1,Industriels_Finance,342,3,3,3
H1,Collectivites,342,1,1,1
H1,Collectivites,342,2,2,2
H1,Collectivites,342,3,3,3
H1,ONG_Locales,342,1,1,1
H1,ONG_Locales,342,2,2,2
H1,ONG_Locales,342,3,3,3
H1,Autorites,342,1,1,1
H1,Autorites,342,2,2,2
H1,Autorites,342,3,3,3
H1,Scientifiques,342,1,1,1
H1,Scientifiques,342,2,2,2
H1,Scientifiques,342,3,3,3
H1,Industriels_Finance,343,1,1,1
H1,Industriels_Finance,343,2,2,2
H1,Industriels_Finance,343,3,3,3
H1,Collectivites,343,1,1,1
H1,Collectivites,343,2,2,2
H1,Collectivites,343,3,3,3
H1,ONG_Locales,343,1,1,1
H1,ONG_Locales,343,2,2,2
H1,ONG_Locales,343,3,3,3
H1,Autorites,343,1,1,1
H1,Autorites,343,2,2,2
H1,Autorites,343,3,3,3
H1,Scientifiques,343,1,1,1
H1,Scientifiques,343,2,2,2
H1,Scientifiques,343,3,3,3
H1,Industriels_Finance,344,1,1,1
H1,Industriels_Finance,344,2,2,2
H1,Industriels_Finance,344,3,3,3
H1,Collectivites,344,1,1,1
H1,Collectivites,344,2,2,2
H1,Collectivites,344,3,3,3
H1,ONG_Locales,344,1,1,1
H1,ONG_Locales,344,2,2,2
H1,ONG_Locales,344,3,3,3
H1,Autorites,344,1,1,1
H1,Autorites,344,2,2,2
H1,Autorites,344,3,3,3
H1,Scientifiques,344,1,1,1
H1,Scientifiques,344,2,2,2
H1,Scientifiques,344,3,3,3
H1,Industriels_Finance,345,1,1,1
H1,Industriels_Finance,345,2,2,2
H1,Industriels_Finance,345,3,3,3
H1,Collectivites,345,1,1,1
H1,Collectivites,345,2,2,2
H1,Collectivites,345,3,3,3
H1,ONG_Locales,345,1,1,1
H1,ONG_Locales,345,2,2,2
H1,ONG_Locales,345,3,3,3
H1,Autorites,345,1,1,1
H1,Autorites,345,2,2,2
H1,Autorites,345,3,3,3
H1,Scientifiques,345,1,1,1
H1,Scientifiques,345,2,2,2
H1,Scientifiques,345,3,3,3
H1,Industriels_Finance,346,1,1,1
H1,Industriels_Finance,346,2,2,2
H1,Industriels_Finance,346,3,3,3
H1,Collectivites,346,1,1,1
H1,Collectivites,346,2,2,2
H1,Collectivites,346,3,3,3
H1,ONG_Locales,346,1,1,1
H1,ONG_Locales,346,2,2,2
H1,ONG_Locales,346,3,3,3
H1,Autorites,346,1,1,1
H1,Autorites,346,2,2,2
H1,Autorites,346,3,3,3
H1,Scientifiques,346,1,1,1
H1,Scientifiques,346,2,2,2
H1,Scientifiques,346,3,3,3
H1,Industriels_Finance,347,1,1,1
H1,Industriels_Finance,347,2,2,2
H1,Industriels_Finance,347,3,3,3
H1,Collectivites,347,1,1,1
H1,Collectivites,347,2,2,2
H1,Collectivites,347,3,3,3
H1,ONG_Locales,347,1,1,1
H1,ONG_Locales,347,2,2,2
H1,ONG_Locales,347,3,3,3
H1,Autorites,347,1,1,1
H1,Autorites,347,2,2,2
H1,Autorites,347,3,3,3
H1,Scientifiques,347,1,1,1
H1,Scientifiques,347,2,2,2
H1,Scientifiques,347,3,3,3
H1,Industriels_Finance,348,1,1,1
H1,Industriels_Finance,348,2,2,2
H1,Industriels_Finance,348,3,3,3
H1,Collectivites,348,1,1,1
H1,Collectivites,348,2,2,2
H1,Collectivites,348,3,3,3
H1,ONG_Locales,348,1,1,1
H1,ONG_Locales,348,2,2,2
H1,ONG_Locales,348,3,3,3
H1,Autorites,348,1,1,1
H1,Autorites,348,2,2,2
H1,Autorites,348,3,3,3
H1,Scientifiques,348,1,1,1
H1,Scientifiques,348,2,2,2
H1,Scientifiques,348,3,3,3
H1,Industriels_Finance,349,1,1,1
H1,Industriels_Finance,349,2,2,2
H1,Industriels_Finance,349,3,3,3
H1,Collectivites,349,1,1,1
H1,Collectivites,349,2,2,2
H1,Collectivites,349,3,3,3
H1,ONG_Locales,349,1,1,1
H1,ONG_Locales,349,2,2,2
H1,ONG_Locales,349,3,3,3
H1,Autorites,349,1,1,1
H1,Autorites,349,2,2,2
H1,Autorites,349,3,3,3
H1,Scientifiques,349,1,1,1
H1,Scientifiques,349,2,2,2
H1,Scientifiques,349,3,3,3
H1,Industriels_Finance,350,1,2,1
H1,Industriels_Finance,350,2,1,2
H1,Industriels_Finance,350,3,3,3
H1,Collectivites,350,1,1,1
H1,Collectivites,350,2,2,2
H1,Collectivites,350,3,3,3
H1,ONG_Locales,350,1,1,1
H1,ONG_Locales,350,2,2,2
H1,ONG_Locales,350,3,3,3
H1,Autorites,350,1,1,1
H1,Autorites,350,2,2,2
H1,Autorites,350,3,3,3
H1,Scientifiques,350,1,1,1
H1,Scientifiques,350,2,2,2
H1,Scientifiques,350,3,3,3
H1,Industriels_Finance,351,1,2,1
H1,Industriels_Finance,351,2,1,2
H1,Industriels_Finance,351,3,3,3
H1,Collectivites,351,1,1,1
H1,Collectivites,351,2,2,2
H1,Collectivites,351,3,3,3
H1,ONG_Locales,351,1,1,1
H1,ONG_Locales,351,2,2,2
H1,ONG_Locales,351,3,3,3
H1,Autorites,351,1,1,1
H1,Autorites,351,2,2,2
H1,Autorites,351,3,3,3
H1,Scientifiques,351,1,1,1
H1,Scientifiques,351,2,2,2
H1,Scientifiques,351,3,3,3
H1,Industriels_Finance,352,1,2,1
H1,Industriels_Finance,352,2,1,2
H1,Industriels_Finance,352,3,3,3
H1,Collectivites,352,1,1,1
H1,Collectivites,352,2,2,2
H1,Collectivites,352,3,3,3
H1,ONG_Locales,352,1,1,1
H1,ONG_Locales,352,2,2,2
H1,ONG_Locales,352,3,3,3
H1,Autorites,352,1,1,1
H1,Autorites,352,2,2,2
H1,Autorites,352,3,3,3
H1,Scientifiques,352,1,1,1
H1,Scientifiques,352,2,2,2
H1,Scientifiques,352,3,3,3
H1,Industriels_Finance,353,1,2,1
H1,Industriels_Finance,353,2,1,2
H1,Industriels_Finance,353,3,3,3
H1,Collectivites,353,1,1,1
H1,Collectivites,353,2,2,2
H1,Collectivites,353,3,3,3
H1,ONG_Locales,353,1,1,1
H1,ONG_Locales,353,2,2,2
H1,ONG_Locales,353,3,3,3
H1,Autorites,353,1,1,1
H1,Autorites,353,2,2,2
H1,Autorites,353,3,3,3
H1,Scientifiques,353,1,1,1
H1,Scientifiques,353,2,2,2
H1,Scientifiques,353,3,3,3
H1,Industriels_Finance,354,1,1,1
H1,Industriels_Finance,354,2,2,2
H1,Industriels_Finance,354,3,3,3
H1,Collectivites,354,1,1,1
H1,Collectivites,354,2,2,2
H1,Collectivites,354,3,3,3
H1,ONG_Locales,354,1,1,1
H1,ONG_Locales,354,2,2,2
H1,ONG_Locales,354,3,3,3
H1,Autorites,354,1,1,1
H1,Autorites,354,2,2,2
H1,Autorites,354,3,3,3
H1,Scientifiques,354,1,1,1
H1,Scientifiques,354,2,2,2
H1,Scientifiques,354,3,3,3
H1,Industriels_Finance,355,1,1,1
H1,Industriels_Finance,355,2,2,2
H1,Industriels_Finance,355,3,3,3
H1,Collectivites,355,1,1,1
H1,Collectivites,355,2,2,2
H1,Collectivites,355,3,3,3
H1,ONG_Locales,355,1,1,1
H1,ONG_Locales,355,2,2,2
H1,ONG_Locales,355,3,3,3
H1,Autorites,355,1,1,1
H1,Autorites,355,2,2,2
H1,Autorites,355,3,3,3
H1,Scientifiques,355,1,1,1
